[INFO ] [2022-02-21 23:40:41,444]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 23:42:37,210] Pre-Condition: Open browser 'chorme' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2022-02-21 23:45:10,279] User_01_Register - Step 1: Click to 'Register' link
[INFO ] [2022-02-21 23:45:28,492] Pre-Condition: Open browser 'chorme' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2022-02-21 23:45:36,488] User_01_Register - Step 1: Click to 'Register' link
[INFO ] [2022-02-21 23:45:38,978] User_01_Register - Step 2: Enter to 'Firstname' textbox
[INFO ] [2022-02-21 23:45:39,082] User_01_Register - Step 3: Enter to 'Lastname' textbox
[INFO ] [2022-02-21 23:45:39,168] User_01_Register - Step 4: Enter to 'EmailAddress' textbox with value: afc349@gmail.vn
[INFO ] [2022-02-21 23:45:39,263] User_01_Register - Step 5: Enter to 'Password' textbox with value: 123456
[INFO ] [2022-02-21 23:45:39,354] User_01_Register - Step 6: Enter to 'Confirm Password' textbox
[INFO ] [2022-02-21 23:45:39,450] User_01_Register - Step 7: Click to 'Register' button
[INFO ] [2022-02-21 23:45:40,540] User_02_Login - Step 1: Click to login link
[INFO ] [2022-02-21 23:45:46,938] User_01_Register - Step 8: Verify success message is displayed
[INFO ] [2022-02-21 23:45:46,997]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 23:45:46,997] User_01_Register - Step 9: Click to 'Logout' link
[INFO ] [2022-02-21 23:45:52,576] User_02_Login - Step 1: Click to login link
[INFO ] [2022-02-21 23:46:10,704] Posst-Condition: Close browser
[INFO ] [2022-02-21 23:46:19,908] User_02_Login - Step 2: Enter to 'EmailAddress' textbox with value: afc349@gmail.vn
[INFO ] [2022-02-21 23:46:20,028] User_02_Login - Step 3: Enter to 'Password' textbox with value: 123456
[INFO ] [2022-02-21 23:46:20,156] User_02_Login - Step 4: Click to login button
[INFO ] [2022-02-21 23:46:22,596] User_02_Login - Step 5: Verify 'My Account' link is displayed
[INFO ] [2022-02-21 23:46:22,674]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 23:46:22,676] Posst-Condition: Close browser
[INFO ] [2022-02-21 23:47:31,741] Pre-Condition: Open browser 'chorme' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2022-02-21 23:48:22,973] User_01_Register - Step 1: Click to 'Register' link
[INFO ] [2022-02-21 23:48:26,743] Pre-Condition: Open browser 'chorme' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2022-02-21 23:48:53,118] User_02_Login - Step 1: Click to login link
[INFO ] [2022-02-21 23:49:04,845] User_01_Register - Step 1: Click to 'Register' link
[INFO ] [2022-02-21 23:49:23,333] Post-Condition: Close browser
[INFO ] [2022-02-21 23:49:49,288] User_01_Register - Step 2: Enter to 'Firstname' textbox
[INFO ] [2022-02-21 23:49:49,319] User_02_Login - Step 1: Click to login link
[INFO ] [2022-02-21 23:50:19,541] Post-Condition: Close browser
[INFO ] [2022-02-22 00:05:42,430] Pre-Condition: Open browser 'chorme' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2022-02-22 00:05:48,245] User_01_Register - Step 1: Click to 'Register' link
[INFO ] [2022-02-22 00:05:48,870] User_01_Register - Step 2: Enter to 'Firstname' textbox
[INFO ] [2022-02-22 00:05:48,975] User_01_Register - Step 3: Enter to 'Lastname' textbox
[INFO ] [2022-02-22 00:05:49,062] User_01_Register - Step 4: Enter to 'EmailAddress' textbox with value: afc139@gmail.vn
[INFO ] [2022-02-22 00:05:49,160] User_01_Register - Step 5: Enter to 'Password' textbox with value: 123456
[INFO ] [2022-02-22 00:05:49,250] User_01_Register - Step 6: Enter to 'Confirm Password' textbox
[INFO ] [2022-02-22 00:05:49,350] User_01_Register - Step 7: Click to 'Register' button
[INFO ] [2022-02-22 00:05:50,323] User_01_Register - Step 8: Verify success message is displayed
[INFO ] [2022-02-22 00:05:50,390]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-22 00:05:50,390] User_01_Register - Step 9: Click to 'Logout' link
[INFO ] [2022-02-22 00:05:51,194] User_02_Login - Step 1: Click to login link
[INFO ] [2022-02-22 00:05:51,979] User_02_Login - Step 2: Enter to 'EmailAddress' textbox with value: afc139@gmail.vn
[INFO ] [2022-02-22 00:05:52,107] User_02_Login - Step 3: Enter to 'Password' textbox with value: 123456
[INFO ] [2022-02-22 00:05:52,232] User_02_Login - Step 4: Click to login button
[INFO ] [2022-02-22 00:05:53,100] User_02_Login - Step 5: Verify 'My Account' link is displayed
[INFO ] [2022-02-22 00:05:53,164]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-22 00:05:53,166] Post-Condition: Close browser
